case_id,replicate,condition,start_key,run_id,phase,phase_index,label,template,text_len,input_text_preview,induction_growth_identity_created_count,hdb_structure_count,hdb_residual_diff_entry_count,hdb_diff_entry_with_memory_ref_count
H06,2,switch,B,paper_e02_switch_H06_switch_B_r2_e02_label_switch_holdout_confirm_v1,second,1,原钥,请再次记录节点{label}。,10,请再次记录节点原钥。,11.0,55.0,38.0,18.0
H06,3,repeat,A,paper_e02_switch_H06_repeat_A_r3_e02_label_switch_holdout_confirm_v1,first,0,原钥,请再次记录节点{label}。,10,请再次记录节点原钥。,8.0,27.0,16.0,8.0
H06,3,repeat,A,paper_e02_switch_H06_repeat_A_r3_e02_label_switch_holdout_confirm_v1,second,1,原钥,请再次记录节点{label}。,10,请再次记录节点原钥。,10.0,51.0,36.0,17.0
H06,3,switch,A,paper_e02_switch_H06_switch_A_r3_e02_label_switch_holdout_confirm_v1,first,0,原钥,请再次记录节点{label}。,10,请再次记录节点原钥。,8.0,27.0,16.0,8.0
H06,3,switch,A,paper_e02_switch_H06_switch_A_r3_e02_label_switch_holdout_confirm_v1,second,1,霁岚,请再次记录节点{label}。,10,请再次记录节点霁岚。,11.0,55.0,38.0,18.0
H06,3,repeat,B,paper_e02_switch_H06_repeat_B_r3_e02_label_switch_holdout_confirm_v1,first,0,霁岚,请再次记录节点{label}。,10,请再次记录节点霁岚。,8.0,27.0,16.0,8.0
H06,3,repeat,B,paper_e02_switch_H06_repeat_B_r3_e02_label_switch_holdout_confirm_v1,second,1,霁岚,请再次记录节点{label}。,10,请再次记录节点霁岚。,10.0,51.0,36.0,17.0
H06,3,switch,B,paper_e02_switch_H06_switch_B_r3_e02_label_switch_holdout_confirm_v1,first,0,霁岚,请再次记录节点{label}。,10,请再次记录节点霁岚。,8.0,27.0,16.0,8.0
H06,3,switch,B,paper_e02_switch_H06_switch_B_r3_e02_label_switch_holdout_confirm_v1,second,1,原钥,请再次记录节点{label}。,10,请再次记录节点原钥。,11.0,55.0,38.0,18.0
H07,1,repeat,A,paper_e02_switch_H07_repeat_A_r1_e02_label_switch_holdout_confirm_v1,first,0,禾策,现在回填项目代号{label}。,11,现在回填项目代号禾策。,8.0,28.0,16.0,8.0
H07,1,repeat,A,paper_e02_switch_H07_repeat_A_r1_e02_label_switch_holdout_confirm_v1,second,1,禾策,现在回填项目代号{label}。,11,现在回填项目代号禾策。,11.0,54.0,38.0,18.0
H07,1,switch,A,paper_e02_switch_H07_switch_A_r1_e02_label_switch_holdout_confirm_v1,first,0,禾策,现在回填项目代号{label}。,11,现在回填项目代号禾策。,8.0,28.0,16.0,8.0
H07,1,switch,A,paper_e02_switch_H07_switch_A_r1_e02_label_switch_holdout_confirm_v1,second,1,炘阈,现在回填项目代号{label}。,11,现在回填项目代号炘阈。,12.0,58.0,40.0,19.0
H07,1,repeat,B,paper_e02_switch_H07_repeat_B_r1_e02_label_switch_holdout_confirm_v1,first,0,炘阈,现在回填项目代号{label}。,11,现在回填项目代号炘阈。,8.0,28.0,16.0,8.0
H07,1,repeat,B,paper_e02_switch_H07_repeat_B_r1_e02_label_switch_holdout_confirm_v1,second,1,炘阈,现在回填项目代号{label}。,11,现在回填项目代号炘阈。,11.0,54.0,38.0,18.0
H07,1,switch,B,paper_e02_switch_H07_switch_B_r1_e02_label_switch_holdout_confirm_v1,first,0,炘阈,现在回填项目代号{label}。,11,现在回填项目代号炘阈。,8.0,28.0,16.0,8.0
H07,1,switch,B,paper_e02_switch_H07_switch_B_r1_e02_label_switch_holdout_confirm_v1,second,1,禾策,现在回填项目代号{label}。,11,现在回填项目代号禾策。,12.0,58.0,40.0,19.0
H07,2,repeat,A,paper_e02_switch_H07_repeat_A_r2_e02_label_switch_holdout_confirm_v1,first,0,禾策,现在回填项目代号{label}。,11,现在回填项目代号禾策。,8.0,28.0,16.0,8.0
H07,2,repeat,A,paper_e02_switch_H07_repeat_A_r2_e02_label_switch_holdout_confirm_v1,second,1,禾策,现在回填项目代号{label}。,11,现在回填项目代号禾策。,11.0,54.0,38.0,18.0
H07,2,switch,A,paper_e02_switch_H07_switch_A_r2_e02_label_switch_holdout_confirm_v1,first,0,禾策,现在回填项目代号{label}。,11,现在回填项目代号禾策。,8.0,28.0,16.0,8.0
H07,2,switch,A,paper_e02_switch_H07_switch_A_r2_e02_label_switch_holdout_confirm_v1,second,1,炘阈,现在回填项目代号{label}。,11,现在回填项目代号炘阈。,12.0,58.0,40.0,19.0
H07,2,repeat,B,paper_e02_switch_H07_repeat_B_r2_e02_label_switch_holdout_confirm_v1,first,0,炘阈,现在回填项目代号{label}。,11,现在回填项目代号炘阈。,8.0,28.0,16.0,8.0
H07,2,repeat,B,paper_e02_switch_H07_repeat_B_r2_e02_label_switch_holdout_confirm_v1,second,1,炘阈,现在回填项目代号{label}。,11,现在回填项目代号炘阈。,11.0,54.0,38.0,18.0
H07,2,switch,B,paper_e02_switch_H07_switch_B_r2_e02_label_switch_holdout_confirm_v1,first,0,炘阈,现在回填项目代号{label}。,11,现在回填项目代号炘阈。,8.0,28.0,16.0,8.0
H07,2,switch,B,paper_e02_switch_H07_switch_B_r2_e02_label_switch_holdout_confirm_v1,second,1,禾策,现在回填项目代号{label}。,11,现在回填项目代号禾策。,12.0,58.0,40.0,19.0
H07,3,repeat,A,paper_e02_switch_H07_repeat_A_r3_e02_label_switch_holdout_confirm_v1,first,0,禾策,现在回填项目代号{label}。,11,现在回填项目代号禾策。,8.0,28.0,16.0,8.0
H07,3,repeat,A,paper_e02_switch_H07_repeat_A_r3_e02_label_switch_holdout_confirm_v1,second,1,禾策,现在回填项目代号{label}。,11,现在回填项目代号禾策。,11.0,54.0,38.0,18.0
H07,3,switch,A,paper_e02_switch_H07_switch_A_r3_e02_label_switch_holdout_confirm_v1,first,0,禾策,现在回填项目代号{label}。,11,现在回填项目代号禾策。,8.0,28.0,16.0,8.0
H07,3,switch,A,paper_e02_switch_H07_switch_A_r3_e02_label_switch_holdout_confirm_v1,second,1,炘阈,现在回填项目代号{label}。,11,现在回填项目代号炘阈。,12.0,58.0,40.0,19.0
H07,3,repeat,B,paper_e02_switch_H07_repeat_B_r3_e02_label_switch_holdout_confirm_v1,first,0,炘阈,现在回填项目代号{label}。,11,现在回填项目代号炘阈。,8.0,28.0,16.0,8.0
H07,3,repeat,B,paper_e02_switch_H07_repeat_B_r3_e02_label_switch_holdout_confirm_v1,second,1,炘阈,现在回填项目代号{label}。,11,现在回填项目代号炘阈。,11.0,54.0,38.0,18.0
H07,3,switch,B,paper_e02_switch_H07_switch_B_r3_e02_label_switch_holdout_confirm_v1,first,0,炘阈,现在回填项目代号{label}。,11,现在回填项目代号炘阈。,8.0,28.0,16.0,8.0
H07,3,switch,B,paper_e02_switch_H07_switch_B_r3_e02_label_switch_holdout_confirm_v1,second,1,禾策,现在回填项目代号{label}。,11,现在回填项目代号禾策。,12.0,58.0,40.0,19.0
H08,1,repeat,A,paper_e02_switch_H08_repeat_A_r1_e02_label_switch_holdout_confirm_v1,first,0,芒函,请优先确认条目{label}。,10,请优先确认条目芒函。,8.0,27.0,16.0,8.0
H08,1,repeat,A,paper_e02_switch_H08_repeat_A_r1_e02_label_switch_holdout_confirm_v1,second,1,芒函,请优先确认条目{label}。,10,请优先确认条目芒函。,10.0,51.0,36.0,17.0
H08,1,switch,A,paper_e02_switch_H08_switch_A_r1_e02_label_switch_holdout_confirm_v1,first,0,芒函,请优先确认条目{label}。,10,请优先确认条目芒函。,8.0,27.0,16.0,8.0
H08,1,switch,A,paper_e02_switch_H08_switch_A_r1_e02_label_switch_holdout_confirm_v1,second,1,青钥,请优先确认条目{label}。,10,请优先确认条目青钥。,11.0,55.0,38.0,18.0
H08,1,repeat,B,paper_e02_switch_H08_repeat_B_r1_e02_label_switch_holdout_confirm_v1,first,0,青钥,请优先确认条目{label}。,10,请优先确认条目青钥。,8.0,27.0,16.0,8.0
H08,1,repeat,B,paper_e02_switch_H08_repeat_B_r1_e02_label_switch_holdout_confirm_v1,second,1,青钥,请优先确认条目{label}。,10,请优先确认条目青钥。,10.0,51.0,36.0,17.0
H08,1,switch,B,paper_e02_switch_H08_switch_B_r1_e02_label_switch_holdout_confirm_v1,first,0,青钥,请优先确认条目{label}。,10,请优先确认条目青钥。,8.0,27.0,16.0,8.0
H08,1,switch,B,paper_e02_switch_H08_switch_B_r1_e02_label_switch_holdout_confirm_v1,second,1,芒函,请优先确认条目{label}。,10,请优先确认条目芒函。,11.0,55.0,38.0,18.0
H08,2,repeat,A,paper_e02_switch_H08_repeat_A_r2_e02_label_switch_holdout_confirm_v1,first,0,芒函,请优先确认条目{label}。,10,请优先确认条目芒函。,8.0,27.0,16.0,8.0
H08,2,repeat,A,paper_e02_switch_H08_repeat_A_r2_e02_label_switch_holdout_confirm_v1,second,1,芒函,请优先确认条目{label}。,10,请优先确认条目芒函。,10.0,51.0,36.0,17.0
H08,2,switch,A,paper_e02_switch_H08_switch_A_r2_e02_label_switch_holdout_confirm_v1,first,0,芒函,请优先确认条目{label}。,10,请优先确认条目芒函。,8.0,27.0,16.0,8.0
H08,2,switch,A,paper_e02_switch_H08_switch_A_r2_e02_label_switch_holdout_confirm_v1,second,1,青钥,请优先确认条目{label}。,10,请优先确认条目青钥。,11.0,55.0,38.0,18.0
H08,2,repeat,B,paper_e02_switch_H08_repeat_B_r2_e02_label_switch_holdout_confirm_v1,first,0,青钥,请优先确认条目{label}。,10,请优先确认条目青钥。,8.0,27.0,16.0,8.0
H08,2,repeat,B,paper_e02_switch_H08_repeat_B_r2_e02_label_switch_holdout_confirm_v1,second,1,青钥,请优先确认条目{label}。,10,请优先确认条目青钥。,10.0,51.0,36.0,17.0
H08,2,switch,B,paper_e02_switch_H08_switch_B_r2_e02_label_switch_holdout_confirm_v1,first,0,青钥,请优先确认条目{label}。,10,请优先确认条目青钥。,8.0,27.0,16.0,8.0
H08,2,switch,B,paper_e02_switch_H08_switch_B_r2_e02_label_switch_holdout_confirm_v1,second,1,芒函,请优先确认条目{label}。,10,请优先确认条目芒函。,11.0,55.0,38.0,18.0
H08,3,repeat,A,paper_e02_switch_H08_repeat_A_r3_e02_label_switch_holdout_confirm_v1,first,0,芒函,请优先确认条目{label}。,10,请优先确认条目芒函。,8.0,27.0,16.0,8.0
H08,3,repeat,A,paper_e02_switch_H08_repeat_A_r3_e02_label_switch_holdout_confirm_v1,second,1,芒函,请优先确认条目{label}。,10,请优先确认条目芒函。,10.0,51.0,36.0,17.0
H08,3,switch,A,paper_e02_switch_H08_switch_A_r3_e02_label_switch_holdout_confirm_v1,first,0,芒函,请优先确认条目{label}。,10,请优先确认条目芒函。,8.0,27.0,16.0,8.0
H08,3,switch,A,paper_e02_switch_H08_switch_A_r3_e02_label_switch_holdout_confirm_v1,second,1,青钥,请优先确认条目{label}。,10,请优先确认条目青钥。,11.0,55.0,38.0,18.0
H08,3,repeat,B,paper_e02_switch_H08_repeat_B_r3_e02_label_switch_holdout_confirm_v1,first,0,青钥,请优先确认条目{label}。,10,请优先确认条目青钥。,8.0,27.0,16.0,8.0
H08,3,repeat,B,paper_e02_switch_H08_repeat_B_r3_e02_label_switch_holdout_confirm_v1,second,1,青钥,请优先确认条目{label}。,10,请优先确认条目青钥。,10.0,51.0,36.0,17.0
H08,3,switch,B,paper_e02_switch_H08_switch_B_r3_e02_label_switch_holdout_confirm_v1,first,0,青钥,请优先确认条目{label}。,10,请优先确认条目青钥。,8.0,27.0,16.0,8.0
H08,3,switch,B,paper_e02_switch_H08_switch_B_r3_e02_label_switch_holdout_confirm_v1,second,1,芒函,请优先确认条目{label}。,10,请优先确认条目芒函。,11.0,55.0,38.0,18.0
